account,contracts,date,trade_count,wins,losses,gross_pnl,net_pnl,avg_win,avg_loss,win_rate,max_single_loss,max_single_win,killswitch_triggered,day_result
25K,6,2025-10-21,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2025-10-22,6,1,5,564.0,427.92,571.32,-28.68,16.67,-28.68,571.32,0,WIN
25K,6,2025-10-23,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2025-10-24,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2025-10-27,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2025-10-28,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2025-10-29,5,2,3,1770.0,1656.6,871.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2025-10-30,8,6,2,3591.0,3409.56,577.82,-28.68,75.0,-28.68,1171.32,0,WIN
25K,6,2025-10-31,7,3,4,2958.0,2799.24,971.32,-28.68,42.86,-28.68,1171.32,0,WIN
25K,6,2025-11-03,5,3,2,2142.0,2028.6,695.32,-28.68,60.0,-28.68,1171.32,0,WIN
25K,6,2025-11-04,7,3,4,918.0,759.24,291.32,-28.68,42.86,-28.68,571.32,0,WIN
25K,6,2025-11-05,6,1,5,1164.0,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN
25K,6,2025-11-06,6,3,3,2124.0,1987.92,691.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2025-11-07,6,1,5,324.0,187.92,331.32,-28.68,16.67,-28.68,331.32,0,WIN
25K,6,2025-11-10,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2025-11-11,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2025-11-12,6,2,4,1764.0,1627.92,871.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2025-11-13,6,3,3,1524.0,1387.92,491.32,-28.68,50.0,-28.68,571.32,0,WIN
25K,6,2025-11-14,7,4,3,3558.0,3399.24,871.32,-28.68,57.14,-28.68,1171.32,0,WIN
25K,6,2025-11-17,6,3,3,3564.0,3427.92,1171.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2025-11-18,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2025-11-19,7,4,3,2718.0,2559.24,661.32,-28.68,57.14,-28.68,1171.32,0,WIN
25K,6,2025-11-20,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2025-11-21,6,2,4,924.0,787.92,451.32,-28.68,33.33,-28.68,571.32,0,WIN
25K,6,2025-11-24,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2025-11-25,7,4,3,2958.0,2799.24,721.32,-28.68,57.14,-28.68,1171.32,0,WIN
25K,6,2025-11-26,5,2,3,588.0,474.6,280.32,-28.68,40.0,-28.68,409.32,0,WIN
25K,6,2025-11-27,3,0,3,-18.0,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2025-11-28,2,0,2,-12.0,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2025-12-01,7,5,2,4338.0,4179.24,847.32,-28.68,71.43,-28.68,1171.32,0,WIN
25K,6,2025-12-02,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2025-12-03,6,2,4,1164.0,1027.92,571.32,-28.68,33.33,-28.68,571.32,0,WIN
25K,6,2025-12-04,6,4,2,1761.0,1624.92,420.57,-28.68,66.67,-28.68,1171.32,0,WIN
25K,6,2025-12-05,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2025-12-08,6,2,4,2364.0,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2025-12-09,5,2,3,627.0,513.6,299.82,-28.68,40.0,-28.68,331.32,0,WIN
25K,6,2025-12-10,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2025-12-11,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2025-12-12,7,4,3,2298.0,2139.24,556.32,-28.68,57.14,-28.68,1171.32,0,WIN
25K,6,2025-12-15,6,4,2,1884.0,1747.92,451.32,-28.68,66.67,-28.68,1171.32,0,WIN
25K,6,2025-12-16,7,4,3,2958.0,2799.24,721.32,-28.68,57.14,-28.68,1171.32,0,WIN
25K,6,2025-12-17,6,1,5,144.0,7.92,151.32,-28.68,16.67,-28.68,151.32,0,WIN
25K,6,2025-12-18,6,2,4,2364.0,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2025-12-22,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2025-12-23,6,2,4,1524.0,1387.92,751.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2025-12-24,3,1,2,162.0,93.96,151.32,-28.68,33.33,-28.68,151.32,0,WIN
25K,6,2025-12-26,4,1,3,774.0,683.28,769.32,-28.68,25.0,-28.68,769.32,0,WIN
25K,6,2025-12-29,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2025-12-30,6,1,5,324.0,187.92,331.32,-28.68,16.67,-28.68,331.32,0,WIN
25K,6,2025-12-31,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2026-01-02,5,2,3,330.0,216.6,151.32,-28.68,40.0,-28.68,151.32,0,WIN
25K,6,2026-01-05,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2026-01-06,6,2,4,504.0,367.92,241.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2026-01-07,5,1,4,864.0,750.6,865.32,-28.68,20.0,-28.68,865.32,0,WIN
25K,6,2026-01-08,6,2,4,504.0,367.92,241.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2026-01-09,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2026-01-12,6,2,4,684.0,547.92,331.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2026-01-13,5,2,3,1530.0,1416.6,751.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2026-01-14,5,2,3,510.0,396.6,241.32,-28.68,40.0,-28.68,331.32,0,WIN
25K,6,2026-01-15,5,2,3,1530.0,1416.6,751.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2026-01-16,5,2,3,1770.0,1656.6,871.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2026-01-19,3,1,2,582.0,513.96,571.32,-28.68,33.33,-28.68,571.32,0,WIN
25K,6,2026-01-20,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2026-01-21,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2026-01-22,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2026-01-23,6,4,2,2304.0,2167.92,556.32,-28.68,66.67,-28.68,1171.32,0,WIN
25K,6,2026-01-26,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2026-01-27,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2026-01-28,6,3,3,2544.0,2407.92,831.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2026-01-29,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2026-01-30,7,6,1,2658.0,2499.24,421.32,-28.68,85.71,-28.68,1171.32,0,WIN
25K,6,2026-02-02,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2026-02-03,6,2,4,684.0,547.92,331.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2026-02-04,6,3,3,1284.0,1147.92,411.32,-28.68,50.0,-28.68,571.32,0,WIN
25K,6,2026-02-05,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2026-02-06,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2026-02-09,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2026-02-10,6,2,4,744.0,607.92,361.32,-28.68,33.33,-28.68,571.32,0,WIN
25K,6,2026-02-11,6,2,4,1344.0,1207.92,661.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2026-02-12,6,2,4,1524.0,1387.92,751.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2026-02-13,7,3,4,2358.0,2199.24,771.32,-28.68,42.86,-28.68,1171.32,0,WIN
25K,6,2026-02-16,3,1,2,342.0,273.96,331.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2026-02-17,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2026-02-18,6,3,3,3564.0,3427.92,1171.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2026-02-19,7,4,3,1458.0,1299.24,346.32,-28.68,57.14,-28.68,571.32,0,WIN
25K,6,2026-02-20,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2026-02-23,6,1,5,324.0,187.92,331.32,-28.68,16.67,-28.68,331.32,0,WIN
25K,6,2026-02-24,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2026-02-25,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2026-02-26,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2026-02-27,5,3,2,2370.0,2256.6,771.32,-28.68,60.0,-28.68,1171.32,0,WIN
25K,6,2026-03-02,4,1,3,576.0,485.28,571.32,-28.68,25.0,-28.68,571.32,0,WIN
25K,6,2026-03-03,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2026-03-04,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2026-03-05,7,5,2,3438.0,3279.24,667.32,-28.68,71.43,-28.68,1171.32,0,WIN
25K,6,2026-03-06,7,6,1,4518.0,4359.24,731.32,-28.68,85.71,-28.68,1171.32,0,WIN
25K,6,2026-03-09,6,2,4,1164.0,1027.92,571.32,-28.68,33.33,-28.68,571.32,0,WIN
25K,6,2026-03-10,6,3,3,2724.0,2587.92,891.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2026-03-11,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2026-03-12,6,3,3,1104.0,967.92,351.32,-28.68,50.0,-28.68,571.32,0,WIN
25K,6,2026-03-13,8,6,2,3252.0,3070.56,521.32,-28.68,75.0,-28.68,1171.32,0,WIN
25K,6,2026-03-16,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2026-03-17,4,1,3,156.0,65.28,151.32,-28.68,25.0,-28.68,151.32,0,WIN
25K,6,2026-03-18,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2026-03-19,7,5,2,4758.0,4599.24,931.32,-28.68,71.43,-28.68,1171.32,0,WIN
25K,6,2026-03-23,7,3,4,2958.0,2799.24,971.32,-28.68,42.86,-28.68,1171.32,0,WIN
25K,6,2026-03-24,7,3,4,1938.0,1779.24,631.32,-28.68,42.86,-28.68,1171.32,0,WIN
25K,6,2026-03-25,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2026-03-26,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2026-03-27,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2026-03-30,6,4,2,3144.0,3007.92,766.32,-28.68,66.67,-28.68,1171.32,0,WIN
25K,6,2026-03-31,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2026-04-01,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2026-04-02,4,1,3,576.0,485.28,571.32,-28.68,25.0,-28.68,571.32,0,WIN
25K,6,2026-04-06,6,3,3,2124.0,1987.92,691.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2026-04-07,6,2,4,1764.0,1627.92,871.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2026-04-08,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2026-04-09,6,2,4,1524.0,1387.92,751.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2026-04-10,5,2,3,1350.0,1236.6,661.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2026-04-13,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
150K,20,2020-01-02,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-01-03,5,1,4,1390.0,1012.0,1394.4,-95.6,20.0,-95.6,1394.4,0,WIN
150K,20,2020-01-06,4,1,3,2210.0,1907.6,2194.4,-95.6,25.0,-95.6,2194.4,0,WIN
150K,20,2020-01-07,5,2,3,660.0,282.0,284.4,-95.6,40.0,-95.6,504.4,0,WIN
150K,20,2020-01-08,5,1,4,2900.0,2522.0,2904.4,-95.6,20.0,-95.6,2904.4,0,WIN
150K,20,2020-01-09,4,1,3,740.0,437.6,724.4,-95.6,25.0,-95.6,724.4,0,WIN
150K,20,2020-01-10,5,1,4,1120.0,742.0,1124.4,-95.6,20.0,-95.6,1124.4,0,WIN
150K,20,2020-01-13,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-01-14,4,1,3,1050.0,747.6,1034.4,-95.6,25.0,-95.6,1034.4,0,WIN
150K,20,2020-01-15,4,1,3,980.0,677.6,964.4,-95.6,25.0,-95.6,964.4,0,WIN
150K,20,2020-01-16,5,1,4,600.0,222.0,604.4,-95.6,20.0,-95.6,604.4,0,WIN
150K,20,2020-01-17,4,1,3,80.0,-222.4,64.4,-95.6,25.0,-95.6,64.4,0,LOSS
150K,20,2020-01-20,2,0,2,-40.0,-191.2,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-01-21,5,2,3,4000.0,3622.0,1954.4,-95.6,40.0,-95.6,2984.4,0,WIN
150K,20,2020-01-22,4,1,3,1020.0,717.6,1004.4,-95.6,25.0,-95.6,1004.4,0,WIN
150K,20,2020-01-23,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2020-01-24,5,2,3,1390.0,1012.0,649.4,-95.6,40.0,-95.6,794.4,0,WIN
150K,20,2020-01-27,4,1,3,1740.0,1437.6,1724.4,-95.6,25.0,-95.6,1724.4,0,WIN
150K,20,2020-01-28,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2020-01-29,5,1,4,780.0,402.0,784.4,-95.6,20.0,-95.6,784.4,0,WIN
150K,20,2020-01-30,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-01-31,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-02-03,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2020-02-04,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-02-05,4,1,3,1120.0,817.6,1104.4,-95.6,25.0,-95.6,1104.4,0,WIN
150K,20,2020-02-06,5,2,3,970.0,592.0,439.4,-95.6,40.0,-95.6,664.4,0,WIN
150K,20,2020-02-07,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-02-10,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-02-11,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-02-12,5,1,4,520.0,142.0,524.4,-95.6,20.0,-95.6,524.4,0,WIN
150K,20,2020-02-13,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-02-14,4,1,3,1070.0,767.6,1054.4,-95.6,25.0,-95.6,1054.4,0,WIN
150K,20,2020-02-17,3,1,2,2110.0,1883.2,2074.4,-95.6,33.33,-95.6,2074.4,0,WIN
150K,20,2020-02-18,3,0,3,-60.0,-286.8,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-02-19,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-02-20,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2020-02-21,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2020-02-24,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-02-25,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-02-26,6,3,3,6280.0,5826.4,2037.73,-95.6,50.0,-95.6,3904.4,0,WIN
150K,20,2020-02-27,5,2,3,5900.0,5522.0,2904.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2020-02-28,1,0,1,-20.0,-95.6,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-03-02,6,2,4,5880.0,5426.4,2904.4,-95.6,33.33,-95.6,3904.4,0,WIN
150K,20,2020-03-03,6,2,4,4480.0,4026.4,2204.4,-95.6,33.33,-95.6,3904.4,0,WIN
150K,20,2020-03-04,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-03-05,6,2,4,1680.0,1226.4,804.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2020-03-06,4,1,3,520.0,217.6,504.4,-95.6,25.0,-95.6,504.4,0,WIN
150K,20,2020-03-09,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-03-10,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-03-11,6,3,3,3680.0,3226.4,1171.07,-95.6,50.0,-95.6,1904.4,0,WIN
150K,20,2020-03-12,9,6,3,10020.0,9339.6,1604.4,-95.6,66.67,-95.6,3904.4,0,WIN
150K,20,2020-03-13,5,2,3,2300.0,1922.0,1104.4,-95.6,40.0,-95.6,1104.4,0,WIN
150K,20,2020-03-16,6,3,3,5080.0,4626.4,1637.73,-95.6,50.0,-95.6,3904.4,0,WIN
150K,20,2020-03-17,5,2,3,3100.0,2722.0,1504.4,-95.6,40.0,-95.6,1904.4,0,WIN
150K,20,2020-03-18,7,5,2,13860.0,13330.8,2704.4,-95.6,71.43,-95.6,3904.4,0,WIN
150K,20,2020-03-19,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-03-23,7,4,3,9060.0,8530.8,2204.4,-95.6,57.14,-95.6,3904.4,0,WIN
150K,20,2020-03-24,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-03-25,5,3,2,9900.0,9522.0,3237.73,-95.6,60.0,-95.6,3904.4,0,WIN
150K,20,2020-03-26,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-03-27,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2020-03-30,5,1,4,590.0,212.0,594.4,-95.6,20.0,-95.6,594.4,0,WIN
150K,20,2020-03-31,6,2,4,5080.0,4626.4,2504.4,-95.6,33.33,-95.6,3904.4,0,WIN
150K,20,2020-04-01,6,2,4,2480.0,2026.4,1204.4,-95.6,33.33,-95.6,1904.4,0,WIN
150K,20,2020-04-02,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-04-03,7,3,4,5660.0,5130.8,1837.73,-95.6,42.86,-95.6,3904.4,0,WIN
150K,20,2020-04-06,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-04-07,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-04-08,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-04-09,4,2,2,5120.0,4817.6,2504.4,-95.6,50.0,-95.6,3904.4,0,WIN
150K,20,2020-04-13,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2020-04-14,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-04-15,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2020-04-16,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-04-17,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-04-20,6,2,4,1080.0,626.4,504.4,-95.6,33.33,-95.6,504.4,0,WIN
150K,20,2020-04-21,6,3,3,5680.0,5226.4,1837.73,-95.6,50.0,-95.6,3904.4,0,WIN
150K,20,2020-04-22,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-04-23,6,4,2,9680.0,9226.4,2354.4,-95.6,66.67,-95.6,3904.4,0,WIN
150K,20,2020-04-24,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2020-04-27,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-04-28,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-04-29,6,2,4,4480.0,4026.4,2204.4,-95.6,33.33,-95.6,3904.4,0,WIN
150K,20,2020-04-30,5,2,3,1700.0,1322.0,804.4,-95.6,40.0,-95.6,1104.4,0,WIN
150K,20,2020-05-01,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2020-05-04,6,2,4,2480.0,2026.4,1204.4,-95.6,33.33,-95.6,1904.4,0,WIN
150K,20,2020-05-05,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-05-06,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-05-07,5,1,4,710.0,332.0,714.4,-95.6,20.0,-95.6,714.4,0,WIN
150K,20,2020-05-08,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-05-11,5,1,4,1100.0,722.0,1104.4,-95.6,20.0,-95.6,1104.4,0,WIN
150K,20,2020-05-12,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2020-05-13,7,3,4,4460.0,3930.8,1437.73,-95.6,42.86,-95.6,1904.4,0,WIN
150K,20,2020-05-14,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-05-15,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2020-05-18,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-05-19,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-05-20,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-05-21,5,2,3,5030.0,4652.0,2469.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2020-05-22,6,3,3,5680.0,5226.4,1837.73,-95.6,50.0,-95.6,3904.4,0,WIN
150K,20,2020-05-25,3,0,3,-60.0,-286.8,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-05-26,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-05-27,5,1,4,1900.0,1522.0,1904.4,-95.6,20.0,-95.6,1904.4,0,WIN
150K,20,2020-05-28,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-05-29,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2020-06-01,4,1,3,1200.0,897.6,1184.4,-95.6,25.0,-95.6,1184.4,0,WIN
150K,20,2020-06-02,5,2,3,2860.0,2482.0,1384.4,-95.6,40.0,-95.6,2264.4,0,WIN
150K,20,2020-06-03,4,1,3,460.0,157.6,444.4,-95.6,25.0,-95.6,444.4,0,WIN
150K,20,2020-06-04,5,2,3,6430.0,6052.0,3169.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2020-06-05,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-06-08,4,0,4,-80.0,-382.4,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-06-09,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-06-10,5,1,4,3900.0,3522.0,3904.4,-95.6,20.0,-95.6,3904.4,0,WIN
150K,20,2020-06-11,6,2,4,1680.0,1226.4,804.4,-95.6,33.33,-95.6,1104.4,0,WIN
150K,20,2020-06-12,5,2,3,5100.0,4722.0,2504.4,-95.6,40.0,-95.6,3904.4,0,WIN
150K,20,2020-06-15,5,1,4,1900.0,1522.0,1904.4,-95.6,20.0,-95.6,1904.4,0,WIN
150K,20,2020-06-16,4,1,3,3920.0,3617.6,3904.4,-95.6,25.0,-95.6,3904.4,0,WIN
150K,20,2020-06-17,4,2,2,2870.0,2567.6,1379.4,-95.6,50.0,-95.6,2184.4,0,WIN
150K,20,2020-06-18,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2020-06-22,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-06-23,5,0,5,-100.0,-478.0,0.0,-95.6,0.0,-95.6,-95.6,0,LOSS
150K,20,2020-06-24,6,3,3,1680.0,1226.4,504.4,-95.6,50.0,-95.6,504.4,0,WIN
150K,20,2020-06-25,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
150K,20,2020-06-26,5,2,3,1750.0,1372.0,829.4,-95.6,40.0,-95.6,1154.4,0,WIN
150K,20,2020-06-29,5,1,4,500.0,122.0,504.4,-95.6,20.0,-95.6,504.4,0,WIN
