date,trade_num,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,contracts,bars_held,net_pnl,cumulative_daily_pnl,cumulative_total_pnl,day_trade_count,day_net_pnl,day_result
2020-01-16,1,SHORT,2020-01-16 09:45:00-05:00,2020-01-16 10:00:00-05:00,9112.25,9112.75,break_even,6,1,-28.68,-28.68,2546.4,5,66.6,WIN
2020-01-16,2,LONG,2020-01-16 11:15:00-05:00,2020-01-16 11:30:00-05:00,9086.25,9085.75,break_even,6,1,-28.68,-57.36,2517.72,5,66.6,WIN
2020-01-16,3,LONG,2020-01-16 13:15:00-05:00,2020-01-16 14:30:00-05:00,9090.0,9107.0,max_hold,6,5,181.32,123.96,2699.04,5,66.6,WIN
2020-01-16,4,SHORT,2020-01-16 14:45:00-05:00,2020-01-16 15:00:00-05:00,9107.25,9107.75,break_even,6,1,-28.68,95.28,2670.36,5,66.6,WIN
2020-01-16,5,SHORT,2020-01-16 16:30:00-05:00,2020-01-17 09:30:00-05:00,9132.75,9133.25,break_even,6,1,-28.68,66.6,2641.68,5,66.6,WIN
2020-01-17,1,SHORT,2020-01-17 10:45:00-05:00,2020-01-17 12:00:00-05:00,9155.75,9152.25,max_hold,6,5,19.32,19.32,2661.0,4,-66.72,LOSS
2020-01-17,2,SHORT,2020-01-17 12:15:00-05:00,2020-01-17 12:30:00-05:00,9151.75,9152.25,break_even,6,1,-28.68,-9.36,2632.32,4,-66.72,LOSS
2020-01-17,3,SHORT,2020-01-17 14:00:00-05:00,2020-01-17 14:15:00-05:00,9159.25,9159.75,break_even,6,1,-28.68,-38.04,2603.64,4,-66.72,LOSS
2020-01-17,4,SHORT,2020-01-17 15:30:00-05:00,2020-01-17 15:45:00-05:00,9160.5,9161.0,break_even,6,1,-28.68,-66.72,2574.96,4,-66.72,LOSS
2020-01-20,1,LONG,2020-01-20 10:45:00-05:00,2020-01-20 11:00:00-05:00,9167.0,9166.5,break_even,6,1,-28.68,-28.68,2546.28,2,-57.36,LOSS
2020-01-20,2,SHORT,2020-01-20 12:15:00-05:00,2020-01-20 12:30:00-05:00,9174.5,9175.0,break_even,6,1,-28.68,-57.36,2517.6,2,-57.36,LOSS
2020-01-21,1,LONG,2020-01-21 09:45:00-05:00,2020-01-21 10:15:00-05:00,9162.25,9161.75,break_even,6,2,-28.68,-28.68,2488.92,5,1086.6,WIN
2020-01-21,2,SHORT,2020-01-21 11:15:00-05:00,2020-01-21 11:30:00-05:00,9184.75,9185.25,break_even,6,1,-28.68,-57.36,2460.24,5,1086.6,WIN
2020-01-21,3,SHORT,2020-01-21 13:15:00-05:00,2020-01-21 14:30:00-05:00,9192.25,9167.25,max_hold,6,5,277.32,219.96,2737.56,5,1086.6,WIN
2020-01-21,4,LONG,2020-01-21 14:45:00-05:00,2020-01-21 16:00:00-05:00,9167.0,9166.5,break_even,6,5,-28.68,191.28,2708.88,5,1086.6,WIN
2020-01-21,5,LONG,2020-01-21 16:30:00-05:00,2020-01-22 10:30:00-05:00,9173.75,9250.25,max_hold,6,5,895.32,1086.6,3604.2,5,1086.6,WIN
2020-01-22,1,SHORT,2020-01-22 10:45:00-05:00,2020-01-22 12:00:00-05:00,9250.5,9223.5,max_hold,6,5,301.32,301.32,3905.52,4,215.28,WIN
2020-01-22,2,SHORT,2020-01-22 12:45:00-05:00,2020-01-22 13:00:00-05:00,9233.25,9233.75,break_even,6,1,-28.68,272.64,3876.84,4,215.28,WIN
2020-01-22,3,LONG,2020-01-22 14:30:00-05:00,2020-01-22 14:45:00-05:00,9228.75,9228.25,break_even,6,1,-28.68,243.96,3848.16,4,215.28,WIN
2020-01-22,4,LONG,2020-01-22 16:00:00-05:00,2020-01-22 16:30:00-05:00,9201.25,9200.75,break_even,6,1,-28.68,215.28,3819.48,4,215.28,WIN
2020-01-23,1,LONG,2020-01-23 09:45:00-05:00,2020-01-23 11:00:00-05:00,9163.0,9186.0,max_hold,6,5,253.32,253.32,4072.8,5,138.6,WIN
2020-01-23,2,LONG,2020-01-23 11:15:00-05:00,2020-01-23 11:30:00-05:00,9187.5,9187.0,break_even,6,1,-28.68,224.64,4044.12,5,138.6,WIN
2020-01-23,3,LONG,2020-01-23 13:00:00-05:00,2020-01-23 13:15:00-05:00,9190.5,9190.0,break_even,6,1,-28.68,195.96,4015.44,5,138.6,WIN
2020-01-23,4,SHORT,2020-01-23 14:30:00-05:00,2020-01-23 14:45:00-05:00,9216.0,9216.5,break_even,6,1,-28.68,167.28,3986.76,5,138.6,WIN
2020-01-23,5,SHORT,2020-01-23 16:00:00-05:00,2020-01-23 16:30:00-05:00,9227.25,9227.75,break_even,6,1,-28.68,138.6,3958.08,5,138.6,WIN
2020-01-24,1,SHORT,2020-01-24 09:45:00-05:00,2020-01-24 11:00:00-05:00,9271.5,9249.75,max_hold,6,5,238.32,238.32,4196.4,4,398.28,WIN
2020-01-24,2,LONG,2020-01-24 11:30:00-05:00,2020-01-24 11:45:00-05:00,9229.25,9228.75,break_even,6,1,-28.68,209.64,4167.72,4,398.28,WIN
2020-01-24,3,LONG,2020-01-24 13:15:00-05:00,2020-01-24 13:30:00-05:00,9174.0,9173.5,break_even,6,1,-28.68,180.96,4139.04,4,398.28,WIN
2020-01-24,4,LONG,2020-01-24 14:45:00-05:00,2020-01-24 16:00:00-05:00,9123.25,9143.25,max_hold,6,5,217.32,398.28,4356.36,4,398.28,WIN
2020-01-27,1,LONG,2020-01-27 09:45:00-05:00,2020-01-27 10:00:00-05:00,8976.25,8975.75,break_even,6,1,-28.68,-28.68,4327.68,5,402.6,WIN
2020-01-27,2,LONG,2020-01-27 11:15:00-05:00,2020-01-27 11:30:00-05:00,8955.0,8954.5,break_even,6,1,-28.68,-57.36,4299.0,5,402.6,WIN
2020-01-27,3,SHORT,2020-01-27 12:45:00-05:00,2020-01-27 13:15:00-05:00,9006.0,9006.5,break_even,6,2,-28.68,-86.04,4270.32,5,402.6,WIN
2020-01-27,4,SHORT,2020-01-27 14:30:00-05:00,2020-01-27 15:45:00-05:00,9006.75,8961.75,max_hold,6,5,517.32,431.28,4787.64,5,402.6,WIN
2020-01-27,5,LONG,2020-01-27 16:00:00-05:00,2020-01-27 16:30:00-05:00,8961.5,8961.0,break_even,6,1,-28.68,402.6,4758.96,5,402.6,WIN
2020-01-28,1,SHORT,2020-01-28 09:45:00-05:00,2020-01-28 10:00:00-05:00,9013.25,9013.75,break_even,6,1,-28.68,-28.68,4730.28,5,-143.4,LOSS
2020-01-28,2,SHORT,2020-01-28 11:15:00-05:00,2020-01-28 11:30:00-05:00,9070.25,9070.75,break_even,6,1,-28.68,-57.36,4701.6,5,-143.4,LOSS
2020-01-28,3,SHORT,2020-01-28 12:45:00-05:00,2020-01-28 13:45:00-05:00,9096.5,9097.0,break_even,6,4,-28.68,-86.04,4672.92,5,-143.4,LOSS
2020-01-28,4,SHORT,2020-01-28 14:15:00-05:00,2020-01-28 14:30:00-05:00,9111.0,9111.5,break_even,6,1,-28.68,-114.72,4644.24,5,-143.4,LOSS
2020-01-28,5,LONG,2020-01-28 16:00:00-05:00,2020-01-29 10:00:00-05:00,9098.5,9098.0,break_even,6,4,-28.68,-143.4,4615.56,5,-143.4,LOSS
2020-01-29,1,SHORT,2020-01-29 11:15:00-05:00,2020-01-29 11:30:00-05:00,9116.5,9117.0,break_even,6,1,-28.68,-28.68,4586.88,4,-114.72,LOSS
2020-01-29,2,SHORT,2020-01-29 12:45:00-05:00,2020-01-29 13:15:00-05:00,9134.25,9134.75,break_even,6,2,-28.68,-57.36,4558.2,4,-114.72,LOSS
2020-01-29,3,SHORT,2020-01-29 14:15:00-05:00,2020-01-29 14:30:00-05:00,9145.0,9145.5,break_even,6,1,-28.68,-86.04,4529.52,4,-114.72,LOSS
2020-01-29,4,LONG,2020-01-29 15:45:00-05:00,2020-01-29 16:00:00-05:00,9127.75,9127.25,break_even,6,1,-28.68,-114.72,4500.84,4,-114.72,LOSS
2020-01-30,1,LONG,2020-01-30 10:00:00-05:00,2020-01-30 10:15:00-05:00,9085.5,9085.0,break_even,6,1,-28.68,-28.68,4472.16,4,-114.72,LOSS
2020-01-30,2,LONG,2020-01-30 12:30:00-05:00,2020-01-30 12:45:00-05:00,9056.5,9056.0,break_even,6,1,-28.68,-57.36,4443.48,4,-114.72,LOSS
2020-01-30,3,SHORT,2020-01-30 14:15:00-05:00,2020-01-30 14:30:00-05:00,9078.25,9078.75,break_even,6,1,-28.68,-86.04,4414.8,4,-114.72,LOSS
2020-01-30,4,SHORT,2020-01-30 15:45:00-05:00,2020-01-30 16:00:00-05:00,9130.0,9130.5,break_even,6,1,-28.68,-114.72,4386.12,4,-114.72,LOSS
2020-01-31,1,LONG,2020-01-31 10:15:00-05:00,2020-01-31 10:30:00-05:00,9087.5,9087.0,break_even,6,1,-28.68,-28.68,4357.44,4,-114.72,LOSS
2020-01-31,2,LONG,2020-01-31 11:45:00-05:00,2020-01-31 12:00:00-05:00,9050.25,9049.75,break_even,6,1,-28.68,-57.36,4328.76,4,-114.72,LOSS
2020-01-31,3,LONG,2020-01-31 13:15:00-05:00,2020-01-31 13:30:00-05:00,9024.0,9023.5,break_even,6,1,-28.68,-86.04,4300.08,4,-114.72,LOSS
2020-01-31,4,LONG,2020-01-31 15:15:00-05:00,2020-01-31 15:30:00-05:00,9000.5,9000.0,break_even,6,1,-28.68,-114.72,4271.4,4,-114.72,LOSS
2020-02-03,1,SHORT,2020-02-03 09:45:00-05:00,2020-02-03 10:00:00-05:00,9089.5,9090.0,break_even,6,1,-28.68,-28.68,4242.72,5,1284.6,WIN
2020-02-03,2,SHORT,2020-02-03 11:15:00-05:00,2020-02-03 11:30:00-05:00,9130.75,9131.25,break_even,6,1,-28.68,-57.36,4214.04,5,1284.6,WIN
2020-02-03,3,SHORT,2020-02-03 12:45:00-05:00,2020-02-03 13:00:00-05:00,9138.25,9138.75,break_even,6,1,-28.68,-86.04,4185.36,5,1284.6,WIN
2020-02-03,4,LONG,2020-02-03 14:15:00-05:00,2020-02-03 15:30:00-05:00,9114.0,9132.5,max_hold,6,5,199.32,113.28,4384.68,5,1284.6,WIN
2020-02-03,5,LONG,2020-02-03 16:30:00-05:00,2020-02-04 09:30:00-05:00,9112.75,9212.25,take_profit,6,1,1171.32,1284.6,5556.0,5,1284.6,WIN
2020-02-04,1,SHORT,2020-02-04 09:45:00-05:00,2020-02-04 10:00:00-05:00,9251.25,9251.75,break_even,6,1,-28.68,-28.68,5527.32,5,-143.4,LOSS
2020-02-04,2,SHORT,2020-02-04 11:15:00-05:00,2020-02-04 11:30:00-05:00,9293.75,9294.25,break_even,6,1,-28.68,-57.36,5498.64,5,-143.4,LOSS
2020-02-04,3,SHORT,2020-02-04 12:45:00-05:00,2020-02-04 13:00:00-05:00,9325.5,9326.0,break_even,6,1,-28.68,-86.04,5469.96,5,-143.4,LOSS
2020-02-04,4,SHORT,2020-02-04 14:15:00-05:00,2020-02-04 14:30:00-05:00,9341.0,9341.5,break_even,6,1,-28.68,-114.72,5441.28,5,-143.4,LOSS
2020-02-04,5,SHORT,2020-02-04 16:30:00-05:00,2020-02-05 09:30:00-05:00,9354.75,9355.25,break_even,6,1,-28.68,-143.4,5412.6,5,-143.4,LOSS
2020-02-05,1,LONG,2020-02-05 10:45:00-05:00,2020-02-05 11:30:00-05:00,9339.75,9339.25,break_even,6,3,-28.68,-28.68,5383.92,4,284.28,WIN
2020-02-05,2,SHORT,2020-02-05 12:15:00-05:00,2020-02-05 12:30:00-05:00,9366.5,9367.0,break_even,6,1,-28.68,-57.36,5355.24,4,284.28,WIN
2020-02-05,3,LONG,2020-02-05 14:15:00-05:00,2020-02-05 15:30:00-05:00,9346.5,9379.25,max_hold,6,5,370.32,312.96,5725.56,4,284.28,WIN
2020-02-05,4,SHORT,2020-02-05 15:45:00-05:00,2020-02-05 16:00:00-05:00,9379.25,9379.75,break_even,6,1,-28.68,284.28,5696.88,4,284.28,WIN
2020-02-06,1,SHORT,2020-02-06 10:00:00-05:00,2020-02-06 10:15:00-05:00,9413.5,9414.0,break_even,6,1,-28.68,-28.68,5668.2,5,177.6,WIN
2020-02-06,2,SHORT,2020-02-06 11:30:00-05:00,2020-02-06 12:00:00-05:00,9439.25,9439.75,break_even,6,2,-28.68,-57.36,5639.52,5,177.6,WIN
2020-02-06,3,SHORT,2020-02-06 13:00:00-05:00,2020-02-06 14:15:00-05:00,9448.75,9441.5,max_hold,6,5,64.32,6.96,5703.84,5,177.6,WIN
2020-02-06,4,LONG,2020-02-06 14:45:00-05:00,2020-02-06 15:00:00-05:00,9436.5,9436.0,break_even,6,1,-28.68,-21.72,5675.16,5,177.6,WIN
2020-02-06,5,SHORT,2020-02-06 16:30:00-05:00,2020-02-07 10:30:00-05:00,9453.0,9434.5,max_hold,6,5,199.32,177.6,5874.48,5,177.6,WIN
2020-02-07,1,SHORT,2020-02-07 10:45:00-05:00,2020-02-07 11:00:00-05:00,9433.75,9434.25,break_even,6,1,-28.68,-28.68,5845.8,4,-114.72,LOSS
2020-02-07,2,SHORT,2020-02-07 12:15:00-05:00,2020-02-07 12:30:00-05:00,9454.5,9455.0,break_even,6,1,-28.68,-57.36,5817.12,4,-114.72,LOSS
2020-02-07,3,LONG,2020-02-07 13:45:00-05:00,2020-02-07 14:00:00-05:00,9433.5,9433.0,break_even,6,1,-28.68,-86.04,5788.44,4,-114.72,LOSS
2020-02-07,4,LONG,2020-02-07 15:15:00-05:00,2020-02-07 15:30:00-05:00,9410.75,9410.25,break_even,6,1,-28.68,-114.72,5759.76,4,-114.72,LOSS
2020-02-10,1,SHORT,2020-02-10 09:45:00-05:00,2020-02-10 10:00:00-05:00,9436.0,9436.5,break_even,6,1,-28.68,-28.68,5731.08,5,-143.4,LOSS
2020-02-10,2,SHORT,2020-02-10 11:15:00-05:00,2020-02-10 11:30:00-05:00,9458.0,9458.5,break_even,6,1,-28.68,-57.36,5702.4,5,-143.4,LOSS
2020-02-10,3,SHORT,2020-02-10 13:15:00-05:00,2020-02-10 13:30:00-05:00,9472.0,9472.5,break_even,6,1,-28.68,-86.04,5673.72,5,-143.4,LOSS
2020-02-10,4,SHORT,2020-02-10 14:45:00-05:00,2020-02-10 15:00:00-05:00,9479.75,9480.25,break_even,6,1,-28.68,-114.72,5645.04,5,-143.4,LOSS
2020-02-10,5,SHORT,2020-02-10 16:30:00-05:00,2020-02-11 09:30:00-05:00,9527.5,9528.0,break_even,6,1,-28.68,-143.4,5616.36,5,-143.4,LOSS
2020-02-11,1,SHORT,2020-02-11 10:45:00-05:00,2020-02-11 11:00:00-05:00,9603.75,9604.25,break_even,6,1,-28.68,-28.68,5587.68,4,-114.72,LOSS
2020-02-11,2,LONG,2020-02-11 12:15:00-05:00,2020-02-11 12:30:00-05:00,9564.75,9564.25,break_even,6,1,-28.68,-57.36,5559.0,4,-114.72,LOSS
2020-02-11,3,LONG,2020-02-11 14:00:00-05:00,2020-02-11 14:15:00-05:00,9554.25,9553.75,break_even,6,1,-28.68,-86.04,5530.32,4,-114.72,LOSS
2020-02-11,4,LONG,2020-02-11 15:30:00-05:00,2020-02-11 15:45:00-05:00,9522.75,9522.25,break_even,6,1,-28.68,-114.72,5501.64,4,-114.72,LOSS
2020-02-12,1,SHORT,2020-02-12 09:45:00-05:00,2020-02-12 10:00:00-05:00,9586.0,9586.5,break_even,6,1,-28.68,-28.68,5472.96,5,42.6,WIN
2020-02-12,2,SHORT,2020-02-12 11:15:00-05:00,2020-02-12 11:30:00-05:00,9594.0,9594.5,break_even,6,1,-28.68,-57.36,5444.28,5,42.6,WIN
2020-02-12,3,SHORT,2020-02-12 12:45:00-05:00,2020-02-12 14:00:00-05:00,9617.25,9602.25,max_hold,6,5,157.32,99.96,5601.6,5,42.6,WIN
2020-02-12,4,LONG,2020-02-12 14:15:00-05:00,2020-02-12 14:30:00-05:00,9602.25,9601.75,break_even,6,1,-28.68,71.28,5572.92,5,42.6,WIN
2020-02-12,5,SHORT,2020-02-12 15:45:00-05:00,2020-02-12 16:00:00-05:00,9614.0,9614.5,break_even,6,1,-28.68,42.6,5544.24,5,42.6,WIN
2020-02-13,1,LONG,2020-02-13 09:45:00-05:00,2020-02-13 10:00:00-05:00,9571.0,9570.5,break_even,6,1,-28.68,-28.68,5515.56,4,-114.72,LOSS
2020-02-13,2,SHORT,2020-02-13 11:15:00-05:00,2020-02-13 11:30:00-05:00,9607.5,9608.0,break_even,6,1,-28.68,-57.36,5486.88,4,-114.72,LOSS
2020-02-13,3,LONG,2020-02-13 13:00:00-05:00,2020-02-13 13:15:00-05:00,9605.25,9604.75,break_even,6,1,-28.68,-86.04,5458.2,4,-114.72,LOSS
2020-02-13,4,SHORT,2020-02-13 14:45:00-05:00,2020-02-13 15:00:00-05:00,9632.0,9632.5,break_even,6,1,-28.68,-114.72,5429.52,4,-114.72,LOSS
2020-02-14,1,LONG,2020-02-14 10:15:00-05:00,2020-02-14 11:30:00-05:00,9600.5,9628.75,max_hold,6,5,316.32,316.32,5745.84,4,230.28,WIN
2020-02-14,2,LONG,2020-02-14 12:15:00-05:00,2020-02-14 12:30:00-05:00,9613.5,9613.0,break_even,6,1,-28.68,287.64,5717.16,4,230.28,WIN
2020-02-14,3,LONG,2020-02-14 14:00:00-05:00,2020-02-14 14:15:00-05:00,9599.75,9599.25,break_even,6,1,-28.68,258.96,5688.48,4,230.28,WIN
2020-02-14,4,SHORT,2020-02-14 15:45:00-05:00,2020-02-14 16:00:00-05:00,9613.75,9614.25,break_even,6,1,-28.68,230.28,5659.8,4,230.28,WIN
2020-02-17,1,SHORT,2020-02-17 09:45:00-05:00,2020-02-17 10:00:00-05:00,9661.75,9662.25,break_even,6,1,-28.68,-28.68,5631.12,3,564.96,WIN
2020-02-17,2,SHORT,2020-02-17 11:15:00-05:00,2020-02-17 11:30:00-05:00,9662.75,9663.25,break_even,6,1,-28.68,-57.36,5602.44,3,564.96,WIN
2020-02-17,3,SHORT,2020-02-17 12:45:00-05:00,2020-02-18 10:30:00-05:00,9665.75,9612.0,max_hold,6,5,622.32,564.96,6224.76,3,564.96,WIN
2020-02-18,1,LONG,2020-02-18 10:45:00-05:00,2020-02-18 11:00:00-05:00,9612.5,9612.0,break_even,6,1,-28.68,-28.68,6196.08,3,-86.04,LOSS
2020-02-18,2,SHORT,2020-02-18 12:45:00-05:00,2020-02-18 13:00:00-05:00,9608.5,9609.0,break_even,6,1,-28.68,-57.36,6167.4,3,-86.04,LOSS
2020-02-18,3,SHORT,2020-02-18 14:30:00-05:00,2020-02-18 14:45:00-05:00,9638.5,9639.0,break_even,6,1,-28.68,-86.04,6138.72,3,-86.04,LOSS
2020-02-19,1,SHORT,2020-02-19 09:45:00-05:00,2020-02-19 10:00:00-05:00,9701.0,9701.5,break_even,6,1,-28.68,-28.68,6110.04,5,-143.4,LOSS
2020-02-19,2,SHORT,2020-02-19 11:15:00-05:00,2020-02-19 11:30:00-05:00,9730.5,9731.0,break_even,6,1,-28.68,-57.36,6081.36,5,-143.4,LOSS
2020-02-19,3,SHORT,2020-02-19 12:45:00-05:00,2020-02-19 13:00:00-05:00,9736.25,9736.75,break_even,6,1,-28.68,-86.04,6052.68,5,-143.4,LOSS
2020-02-19,4,SHORT,2020-02-19 14:15:00-05:00,2020-02-19 14:30:00-05:00,9739.25,9739.75,break_even,6,1,-28.68,-114.72,6024.0,5,-143.4,LOSS
2020-02-19,5,LONG,2020-02-19 15:45:00-05:00,2020-02-19 16:00:00-05:00,9728.25,9727.75,break_even,6,1,-28.68,-143.4,5995.32,5,-143.4,LOSS
