date,trade_count,wins,losses,gross_pnl,net_pnl,avg_win,avg_loss,win_rate,max_single_loss,max_single_win,killswitch_triggered,day_result,cumulative_total_pnl
2020-12-11,5,2,3,1278.6,1278.6,682.32,-28.68,40.0,-28.68,940.32,0,WIN,101605.44
2020-12-14,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,102662.04
2020-12-15,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,102518.64
2020-12-16,4,1,3,365.28,365.28,451.32,-28.68,25.0,-28.68,451.32,0,WIN,102883.92
2020-12-17,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,102769.2
2020-12-21,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,103825.8
2020-12-22,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,103711.08
2020-12-23,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,103567.68
2020-12-24,3,0,3,-86.04,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,103481.64
2020-12-28,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,103366.92
2020-12-29,4,1,3,311.28,311.28,397.32,-28.68,25.0,-28.68,397.32,0,WIN,103678.2
2020-12-30,4,1,3,-24.72,-24.72,61.32,-28.68,25.0,-28.68,61.32,0,LOSS,103653.48
2020-12-31,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,103538.76
2021-01-04,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,104595.36
2021-01-05,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,105651.96
2021-01-06,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,107908.56
2021-01-07,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,107765.16
2021-01-08,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,108821.76
2021-01-11,5,2,3,771.6,771.6,428.82,-28.68,40.0,-28.68,742.32,0,WIN,109593.36
2021-01-12,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,109478.64
2021-01-13,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,110563.92
2021-01-14,5,1,4,753.6,753.6,868.32,-28.68,20.0,-28.68,868.32,0,WIN,111317.52
2021-01-15,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,111202.8
2021-01-18,1,1,0,1171.32,1171.32,1171.32,0.0,100.0,1171.32,1171.32,0,WIN,112374.12
2021-01-19,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,112259.4
2021-01-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,112116.0
2021-01-21,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,112001.28
2021-01-22,5,2,3,1182.6,1182.6,634.32,-28.68,40.0,-28.68,1171.32,0,WIN,113183.88
2021-01-25,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,113040.48
2021-01-26,4,1,3,353.28,353.28,439.32,-28.68,25.0,-28.68,439.32,0,WIN,113393.76
2021-01-27,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,114450.36
2021-01-28,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114306.96
2021-01-29,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114192.24
2021-02-01,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114048.84
2021-02-02,4,1,3,458.28,458.28,544.32,-28.68,25.0,-28.68,544.32,0,WIN,114507.12
2021-02-03,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114363.72
2021-02-04,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114249.0
2021-02-05,4,1,3,203.28,203.28,289.32,-28.68,25.0,-28.68,289.32,0,WIN,114452.28
2021-02-08,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114337.56
2021-02-09,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114222.84
2021-02-10,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114108.12
2021-02-11,5,1,4,321.6,321.6,436.32,-28.68,20.0,-28.68,436.32,0,WIN,114429.72
2021-02-12,4,1,3,515.28,515.28,601.32,-28.68,25.0,-28.68,601.32,0,WIN,114945.0
2021-02-15,3,0,3,-86.04,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114858.96
2021-02-16,4,1,3,218.28,218.28,304.32,-28.68,25.0,-28.68,304.32,0,WIN,115077.24
2021-02-17,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114933.84
2021-02-18,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114819.12
2021-02-19,5,1,4,96.6,96.6,211.32,-28.68,20.0,-28.68,211.32,0,WIN,114915.72
2021-02-22,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,114801.0
2021-02-23,6,3,3,3427.92,3427.92,1171.32,-28.68,50.0,-28.68,1171.32,0,WIN,118228.92
2021-02-24,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,119285.52
2021-02-25,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,119142.12
2021-02-26,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,121370.04
2021-03-01,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,121226.64
2021-03-02,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,121083.24
2021-03-03,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,122139.84
2021-03-04,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,123225.12
2021-03-05,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,123081.72
2021-03-08,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,124138.32
2021-03-09,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,123994.92
2021-03-10,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,123880.2
2021-03-11,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,123736.8
2021-03-12,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,124793.4
2021-03-15,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124678.68
2021-03-16,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124563.96
2021-03-17,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124449.24
2021-03-18,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124305.84
2021-03-22,5,1,4,39.6,39.6,154.32,-28.68,20.0,-28.68,154.32,0,WIN,124345.44
2021-03-23,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124230.72
2021-03-24,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124087.32
2021-03-25,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,123972.6
2021-03-26,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,123829.2
2021-03-29,4,1,3,587.28,587.28,673.32,-28.68,25.0,-28.68,673.32,0,WIN,124416.48
2021-03-30,5,1,4,504.6,504.6,619.32,-28.68,20.0,-28.68,619.32,0,WIN,124921.08
2021-03-31,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124806.36
2021-04-01,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124662.96
2021-04-05,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124519.56
2021-04-06,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124376.16
2021-04-07,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124261.44
2021-04-08,4,1,3,41.28,41.28,127.32,-28.68,25.0,-28.68,127.32,0,WIN,124302.72
2021-04-09,4,1,3,215.28,215.28,301.32,-28.68,25.0,-28.68,301.32,0,WIN,124518.0
2021-04-12,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124403.28
2021-04-13,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124288.56
2021-04-14,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124173.84
2021-04-15,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,124030.44
2021-04-16,3,0,3,-86.04,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,123944.4
2021-04-19,5,1,4,321.6,321.6,436.32,-28.68,20.0,-28.68,436.32,0,WIN,124266.0
2021-04-20,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,125351.28
2021-04-21,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,126436.56
2021-04-22,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,126321.84
2021-04-23,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,126178.44
2021-04-26,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,126063.72
2021-04-27,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,125949.0
2021-04-28,4,1,3,368.28,368.28,454.32,-28.68,25.0,-28.68,454.32,0,WIN,126317.28
2021-04-29,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,127373.88
2021-04-30,5,2,3,1185.6,1185.6,635.82,-28.68,40.0,-28.68,1000.32,0,WIN,128559.48
2021-05-03,4,2,2,596.28,596.28,326.82,-28.68,50.0,-28.68,358.32,0,WIN,129155.76
2021-05-04,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,129012.36
2021-05-05,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,130068.96
2021-05-06,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,131125.56
2021-05-07,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,131010.84
2021-05-10,5,1,4,216.6,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN,131227.44
2021-05-11,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,131112.72
2021-05-12,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,130969.32
2021-05-13,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,130825.92
2021-05-14,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,130682.52
2021-05-17,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,130567.8
2021-05-18,5,1,4,-17.4,-17.4,97.32,-28.68,20.0,-28.68,97.32,0,LOSS,130550.4
2021-05-19,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,130435.68
2021-05-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,130292.28
2021-05-21,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,132548.88
2021-05-24,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,132405.48
2021-05-25,3,2,1,1062.96,1062.96,545.82,-28.68,66.67,-28.68,670.32,0,WIN,133468.44
2021-05-26,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,133325.04
2021-05-27,4,1,3,-45.72,-45.72,40.32,-28.68,25.0,-28.68,40.32,0,LOSS,133279.32
2021-05-28,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,133135.92
2021-05-31,3,1,2,1113.96,1113.96,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,134249.88
2021-06-01,5,2,3,1197.6,1197.6,641.82,-28.68,40.0,-28.68,1171.32,0,WIN,135447.48
2021-06-02,5,1,4,435.6,435.6,550.32,-28.68,20.0,-28.68,550.32,0,WIN,135883.08
2021-06-03,5,1,4,153.6,153.6,268.32,-28.68,20.0,-28.68,268.32,0,WIN,136036.68
2021-06-04,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,135893.28
2021-06-07,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,135749.88
2021-06-08,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,136835.16
2021-06-09,4,2,2,755.28,755.28,406.32,-28.68,50.0,-28.68,412.32,0,WIN,137590.44
2021-06-10,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,137475.72
2021-06-11,4,1,3,434.28,434.28,520.32,-28.68,25.0,-28.68,520.32,0,WIN,137910.0
2021-06-14,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,137766.6
2021-06-15,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,137623.2
2021-06-16,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,138708.48
2021-06-17,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,138593.76
2021-06-21,4,2,2,1346.28,1346.28,701.82,-28.68,50.0,-28.68,1171.32,0,WIN,139940.04
2021-06-22,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,139796.64
2021-06-23,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,140881.92
2021-06-24,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,140767.2
2021-06-25,4,1,3,209.28,209.28,295.32,-28.68,25.0,-28.68,295.32,0,WIN,140976.48
2021-06-28,5,1,4,18.6,18.6,133.32,-28.68,20.0,-28.68,133.32,0,WIN,140995.08
2021-06-29,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,140880.36
2021-06-30,4,1,3,170.28,170.28,256.32,-28.68,25.0,-28.68,256.32,0,WIN,141050.64
2021-07-01,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,140907.24
2021-07-02,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,140792.52
2021-07-05,2,0,2,-57.36,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,140735.16
2021-07-06,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,140591.76
2021-07-07,5,4,1,2880.6,2880.6,727.32,-28.68,80.0,-28.68,1171.32,0,WIN,143472.36
2021-07-08,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,143357.64
2021-07-09,3,0,3,-86.04,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,143271.6
2021-07-12,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,143128.2
2021-07-13,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,142984.8
2021-07-14,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,142870.08
2021-07-15,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,142755.36
2021-07-16,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,143811.96
2021-07-19,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,144868.56
2021-07-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,144725.16
2021-07-21,5,1,4,240.6,240.6,355.32,-28.68,20.0,-28.68,355.32,0,WIN,144965.76
2021-07-22,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,144822.36
2021-07-23,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,144707.64
2021-07-26,4,1,3,50.28,50.28,136.32,-28.68,25.0,-28.68,136.32,0,WIN,144757.92
2021-07-27,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,144614.52
2021-07-28,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,144499.8
2021-07-29,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,144385.08
2021-07-30,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,144241.68
2021-08-02,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,144098.28
2021-08-03,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,145126.2
2021-08-04,5,1,4,534.6,534.6,649.32,-28.68,20.0,-28.68,649.32,0,WIN,145660.8
2021-08-05,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,145546.08
2021-08-06,4,1,3,128.28,128.28,214.32,-28.68,25.0,-28.68,214.32,0,WIN,145674.36
2021-08-09,5,1,4,33.6,33.6,148.32,-28.68,20.0,-28.68,148.32,0,WIN,145707.96
2021-08-10,4,2,2,890.28,890.28,473.82,-28.68,50.0,-28.68,736.32,0,WIN,146598.24
2021-08-11,4,1,3,-18.72,-18.72,67.32,-28.68,25.0,-28.68,67.32,0,LOSS,146579.52
2021-08-12,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,146464.8
2021-08-13,5,1,4,180.6,180.6,295.32,-28.68,20.0,-28.68,295.32,0,WIN,146645.4
2021-08-16,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,146502.0
2021-08-17,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,146358.6
2021-08-18,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,146243.88
2021-08-19,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,146129.16
2021-08-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,145985.76
2021-08-23,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,145842.36
2021-08-24,5,2,3,126.6,126.6,106.32,-28.68,40.0,-28.68,148.32,0,WIN,145968.96
2021-08-25,3,1,2,72.96,72.96,130.32,-28.68,33.33,-28.68,130.32,0,WIN,146041.92
2021-08-26,5,2,3,1455.6,1455.6,770.82,-28.68,40.0,-28.68,1171.32,0,WIN,147497.52
2021-08-27,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,148554.12
2021-08-30,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,148410.72
2021-08-31,5,1,4,213.6,213.6,328.32,-28.68,20.0,-28.68,328.32,0,WIN,148624.32
2021-09-01,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,148509.6
2021-09-02,5,3,2,951.6,951.6,336.32,-28.68,60.0,-28.68,415.32,0,WIN,149461.2
2021-09-03,4,2,2,158.28,158.28,107.82,-28.68,50.0,-28.68,130.32,0,WIN,149619.48
2021-09-06,2,0,2,-57.36,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,149562.12
2021-09-07,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,149418.72
2021-09-08,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,149304.0
2021-09-09,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,149160.6
2021-09-10,5,1,4,489.6,489.6,604.32,-28.68,20.0,-28.68,604.32,0,WIN,149650.2
2021-09-13,5,1,4,798.6,798.6,913.32,-28.68,20.0,-28.68,913.32,0,WIN,150448.8
2021-09-14,5,1,4,252.6,252.6,367.32,-28.68,20.0,-28.68,367.32,0,WIN,150701.4
2021-09-15,4,1,3,272.28,272.28,358.32,-28.68,25.0,-28.68,358.32,0,WIN,150973.68
2021-09-16,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,150830.28
2021-09-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,150686.88
2021-09-21,5,1,4,-2.4,-2.4,112.32,-28.68,20.0,-28.68,112.32,0,LOSS,150684.48
2021-09-22,4,1,3,476.28,476.28,562.32,-28.68,25.0,-28.68,562.32,0,WIN,151160.76
2021-09-23,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,151046.04
2021-09-24,5,2,3,1950.6,1950.6,1018.32,-28.68,40.0,-28.68,1171.32,0,WIN,152996.64
2021-09-27,5,1,4,711.6,711.6,826.32,-28.68,20.0,-28.68,826.32,0,WIN,153708.24
2021-09-28,6,2,4,2227.92,2227.92,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,155936.16
2021-09-29,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,158192.76
2021-09-30,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,159249.36
2021-10-01,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,159134.64
2021-10-04,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,158991.24
2021-10-05,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,158847.84
2021-10-06,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,158733.12
2021-10-07,5,1,4,411.6,411.6,526.32,-28.68,20.0,-28.68,526.32,0,WIN,159144.72
2021-10-08,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,159030.0
2021-10-11,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,158886.6
2021-10-12,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,158771.88
2021-10-13,4,1,3,401.28,401.28,487.32,-28.68,25.0,-28.68,487.32,0,WIN,159173.16
2021-10-14,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,159029.76
2021-10-15,5,1,4,72.6,72.6,187.32,-28.68,20.0,-28.68,187.32,0,WIN,159102.36
2021-10-18,5,1,4,771.6,771.6,886.32,-28.68,20.0,-28.68,886.32,0,WIN,159873.96
2021-10-19,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,159730.56
2021-10-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,159587.16
2021-10-21,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,159472.44
2021-10-22,4,1,3,149.28,149.28,235.32,-28.68,25.0,-28.68,235.32,0,WIN,159621.72
2021-10-25,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,159478.32
2021-10-26,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,160534.92
2021-10-27,5,1,4,732.6,732.6,847.32,-28.68,20.0,-28.68,847.32,0,WIN,161267.52
2021-10-28,5,1,4,-50.4,-50.4,64.32,-28.68,20.0,-28.68,64.32,0,LOSS,161217.12
2021-10-29,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,161073.72
2021-11-01,5,1,4,558.6,558.6,673.32,-28.68,20.0,-28.68,673.32,0,WIN,161632.32
2021-11-02,5,1,4,363.6,363.6,478.32,-28.68,20.0,-28.68,478.32,0,WIN,161995.92
2021-11-03,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,161881.2
2021-11-04,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,162937.8
2021-11-05,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,162823.08
2021-11-08,5,1,4,42.6,42.6,157.32,-28.68,20.0,-28.68,157.32,0,WIN,162865.68
2021-11-09,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,163922.28
2021-11-10,4,2,2,2285.28,2285.28,1171.32,-28.68,50.0,-28.68,1171.32,0,WIN,166207.56
2021-11-11,4,2,2,800.28,800.28,428.82,-28.68,50.0,-28.68,508.32,0,WIN,167007.84
2021-11-12,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,166864.44
2021-11-15,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,166749.72
2021-11-16,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,166606.32
2021-11-17,4,2,2,1091.28,1091.28,574.32,-28.68,50.0,-28.68,805.32,0,WIN,167697.6
2021-11-18,5,2,3,702.6,702.6,394.32,-28.68,40.0,-28.68,586.32,0,WIN,168400.2
2021-11-19,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,168285.48
2021-11-22,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,168142.08
2021-11-23,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,169198.68
2021-11-24,5,2,3,2025.6,2025.6,1055.82,-28.68,40.0,-28.68,1171.32,0,WIN,171224.28
2021-11-25,2,0,2,-57.36,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,171166.92
2021-11-26,3,1,2,1113.96,1113.96,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,172280.88
